,Tweet_ID,Converted_Timestamp,Tweet_Counter,Tweeter,Text,Compound_Score,Positive_Score,Neutral_Score,Negative_Score
28,982363794771988480,2018-04-06 21:05:54+00:00,-28,BBC News (World),Menendez brothers convicted of killing parents reunite in jail https://t.co/THZqwTIN4B,-0.6597,0.0,0.672,0.328
29,982334455732953093,2018-04-06 19:09:19+00:00,-29,BBC News (World),Gaza protests: further deaths in renewed border protest https://t.co/wEajQNEp7H,-0.4404,0.0,0.642,0.358
30,982333759507828736,2018-04-06 19:06:33+00:00,-30,BBC News (World),Dozens sue Canadian fertility doctor for 'using wrong sperm' https://t.co/fzvcx0Yimp,-0.4767,0.0,0.744,0.256
31,982319653627318272,2018-04-06 18:10:30+00:00,-31,BBC News (World),Syria war: Jets strike rebel-held Eastern Ghouta as evacuation stalls https://t.co/e8OJLEtX8T,-0.6597,0.0,0.625,0.375
32,982314641132015616,2018-04-06 17:50:35+00:00,-32,BBC News (World),Park Geun-hye: Poisoned chalice of South Korea's presidency https://t.co/221EoYfAQq,-0.4939,0.0,0.714,0.286
33,982296247129210880,2018-04-06 16:37:30+00:00,-33,BBC News (World),Virgin Galactic spaceship completes test flight https://t.co/RPMaUgMcXz,0.0,0.0,1.0,0.0
34,982284739254992896,2018-04-06 15:51:46+00:00,-34,BBC News (World),Black bear's hibernation is webcam hit https://t.co/M2ULkeaVmg,0.0,0.0,1.0,0.0
35,982284341114912768,2018-04-06 15:50:11+00:00,-35,BBC News (World),When the weather is so cold that you can't bear to get up ? https://t.co/v2F03V5DNw,0.0,0.0,1.0,0.0
36,982278758429110273,2018-04-06 15:28:00+00:00,-36,BBC News (World),Hundreds protests after New York police kill man wielding pipe https://t.co/kFCxmekwef,-0.765,0.0,0.577,0.423
37,982276151119896576,2018-04-06 15:17:38+00:00,-37,BBC News (World),Trial begins in Goa over Irishwoman's death https://t.co/N5PNvc8PGS,-0.5994,0.0,0.642,0.358
38,982267663459139587,2018-04-06 14:43:55+00:00,-38,BBC News (World),"UFC fighter Conor McGregor seen in handcuffs after being charged with assault by NYPD 

https://t.co/I7NCUzoTTt https://t.co/7zEQTTMSxR",-0.6124,0.079,0.644,0.277
39,982261071061827584,2018-04-06 14:17:43+00:00,-39,BBC News (World),Spain hopeful of Gibraltar deal with the UK by summer https://t.co/tl0AJ2bleZ,0.5106,0.248,0.752,0.0
40,982259460637736966,2018-04-06 14:11:19+00:00,-40,BBC News (World),US punishes 24 Russians over worldwide 'malign activity' https://t.co/6hVFkPms7l,-0.4767,0.0,0.721,0.279
41,982258477220311041,2018-04-06 14:07:25+00:00,-41,BBC News (World),"Amazing Amazon discoveries.

Nine new species found where few scientists have gone before https://t.co/zotjXICtnJ… https://t.co/FXFrls1tKQ",0.6705,0.297,0.703,0.0
42,982256756922306561,2018-04-06 14:00:34+00:00,-42,BBC News (World),Antarctica: A journey to the edge of a frozen continent https://t.co/xzKdZBeUat,0.0,0.0,1.0,0.0
43,982253052705976321,2018-04-06 13:45:51+00:00,-43,BBC News (World),Zuma's supporters drown out charges in song https://t.co/78CqEu7E2b,-0.4404,0.212,0.365,0.423
44,982252153900187650,2018-04-06 13:42:17+00:00,-44,BBC News (World),The Swedes rebelling against a cashless society https://t.co/upLlZegsou,-0.2732,0.0,0.741,0.259
45,982252153824661504,2018-04-06 13:42:17+00:00,-45,BBC News (World),US jobs growth slows in March https://t.co/hmJZTt8BOF,0.3818,0.302,0.698,0.0
46,982251226803855361,2018-04-06 13:38:36+00:00,-46,BBC News (World),China sperm bank demands Communist Party loyalty from donors https://t.co/XVuL2Xe1Xa,0.7351,0.437,0.563,0.0
47,982251226531217412,2018-04-06 13:38:36+00:00,-47,BBC News (World),Russian spy poisoning: Sergei Skripal 'improving rapidly' https://t.co/ztf8RzkgRe,-0.25,0.222,0.476,0.302
48,982249215928680449,2018-04-06 13:30:37+00:00,-48,BBC News (World),"Russia's UN ambassador says UK is ""playing with fire"" and has invented a ""fake story"" about poisoning of former spy… https://t.co/xiThJdOWl7",-0.8176,0.066,0.59,0.343
49,982248307496861696,2018-04-06 13:27:00+00:00,-49,BBC News (World),Lorde apologises for posting a bath photo with Whitney lyric https://t.co/it0lz5e3jq,0.2023,0.167,0.833,0.0
50,982247447882706950,2018-04-06 13:23:35+00:00,-50,BBC News (World),Brazil's Lula 'will not turn himself in to police' https://t.co/0uGHW5Tmvb,0.0,0.0,1.0,0.0
51,982243224839340041,2018-04-06 13:06:48+00:00,-51,BBC News (World),Meet the gargantuan air freighter that looks like a whale https://t.co/ZPG1XN38Pn,0.3612,0.217,0.783,0.0
52,982236514624069633,2018-04-06 12:40:08+00:00,-52,BBC News (World),"RT @BBCBreaking: Ex-spy Sergei Skripal no longer in critical condition, doctors say, after being poisoned by nerve agent in Salisbury https…",-0.7717,0.0,0.7,0.3
53,982231180002058249,2018-04-06 12:18:56+00:00,-53,BBC News (World),Henry and Baloo: Dog and cat travel companions gain cult following https://t.co/SJuJkyu5E1,0.5267,0.236,0.764,0.0
54,982226236192702465,2018-04-06 11:59:18+00:00,-54,BBC News (World),RT @BBCBreaking: Catalan ex-leader leaves jail in Germany on bail and calls for immediate dialogue https://t.co/cDybQgf2L3,0.0,0.0,1.0,0.0
55,982217528339382274,2018-04-06 11:24:42+00:00,-55,BBC News (World),"RT @BBCNews: Meet the gargantuan air freighter that looks like a whale ?

https://t.co/5nRXkJdBnM https://t.co/vtqKMZGpaY",0.3612,0.172,0.828,0.0
56,982208193026703360,2018-04-06 10:47:36+00:00,-56,BBC News (World),"Antarctica: A journey to the edge of a frozen continent ?

https://t.co/9OZwG3JtRV https://t.co/OQeewXi3jM",0.0,0.0,1.0,0.0
57,982204946731814912,2018-04-06 10:34:42+00:00,-57,BBC News (World),Uzbekistan TV show chastised for shaming public lovers https://t.co/PFQBneS1ww,0.0516,0.25,0.515,0.235
58,982201724738748416,2018-04-06 10:21:54+00:00,-58,BBC News (World),Russia seeks to block Telegram messaging app https://t.co/p1UIIbUwI0,-0.4404,0.0,0.707,0.293
59,982201143890595840,2018-04-06 10:19:35+00:00,-59,BBC News (World),Gaza-Israel border clashes erupt as protests begin https://t.co/imuCdSQxkw,-0.2263,0.0,0.787,0.213
60,982194764656160768,2018-04-06 09:54:14+00:00,-60,BBC News (World),India man 'mummified and froze mother's body' for three years https://t.co/3vAs78Xvwh,0.0,0.0,1.0,0.0
61,982193400031006720,2018-04-06 09:48:49+00:00,-61,BBC News (World),Jordan Peele to make Lerena Bobbitt film https://t.co/bGIjgmDsr8,0.0,0.0,1.0,0.0
62,982192889093537792,2018-04-06 09:46:47+00:00,-62,BBC News (World),"RT @BBCSteveR: Russia accuses the West of building a new ""Iron Curtain"". Our report from earlier this week. Camera/edit @mattgodtv Producer…",-0.34,0.0,0.888,0.112
63,982182875440209926,2018-04-06 09:07:00+00:00,-63,BBC News (World),"It's not just spiders, scorpions and snakes ????

Meet the pest controller keeping troops safe in Afghanistan https://t.co/4YEecAjSFr",0.4404,0.146,0.854,0.0
64,982180326431576064,2018-04-06 08:56:52+00:00,-64,BBC News (World),RT @BBCNewsbeat: Conor McGregor has been charged with assault following an incident at a UFC event in New York ? https://t.co/kI4vrAHxls ht…,-0.6808,0.0,0.763,0.237
65,982179789288095744,2018-04-06 08:54:44+00:00,-65,BBC News (World),"South Africa's former President Jacob Zuma has been charged with corruption relating to a 1990s arm deal

https://t.co/s7rfyL5g2E",-0.2023,0.0,0.899,0.101
66,982169827660873729,2018-04-06 08:15:09+00:00,-66,BBC News (World),UFC star Conor McGregor in New York custody https://t.co/JmarJVQzbU,0.0,0.0,1.0,0.0
67,982149464520441856,2018-04-06 06:54:14+00:00,-67,BBC News (World),New York judge awards Egon Schiele art to Holocaust heirs https://t.co/1drszwLdXf,0.4588,0.231,0.769,0.0
68,982148145638289409,2018-04-06 06:49:00+00:00,-68,BBC News (World),RT @BBCNewsbeat: Conor McGregor @TheNotoriousMMA has handed himself in to police after violence at a UFC media event in New York https://t.…,-0.6249,0.0,0.83,0.17
69,982139092409270272,2018-04-06 06:13:01+00:00,-69,BBC News (World),S Korea's ex-leader guilty of abusing power https://t.co/neEvptvtia,-0.7003,0.0,0.463,0.537
70,982136022170415104,2018-04-06 06:00:49+00:00,-70,BBC News (World),Conor McGregor turns himself in after violence at UFC event in New York https://t.co/7Gq5DICFnb,-0.6249,0.0,0.76,0.24
71,982132937247223811,2018-04-06 05:48:34+00:00,-71,BBC News (World),"The Mooch, Trump and a gold-plated bathtub https://t.co/wK6PlAQvAu",-0.4019,0.0,0.69,0.31
72,982100238788947968,2018-04-06 03:38:38+00:00,-72,BBC News (World),Skripal phone call: 'I have no doubt it was Yulia' https://t.co/827HlYKxYC,-0.5719,0.0,0.657,0.343
73,982100238721867777,2018-04-06 03:38:38+00:00,-73,BBC News (World),The pest controller of Kandahar https://t.co/csv3PugCwR,0.0,0.0,1.0,0.0
74,982086559401902081,2018-04-06 02:44:16+00:00,-74,BBC News (World),'Grave of the Fireflies' director Isao Takahata dies at 82 https://t.co/fHoxF9e51m,-0.3818,0.0,0.794,0.206
75,982069086116081665,2018-04-06 01:34:50+00:00,-75,BBC News (World),Trump threatens further $100bn in tariffs against China https://t.co/A8PdsH841c,-0.3818,0.0,0.755,0.245
76,982063971166576640,2018-04-06 01:14:31+00:00,-76,BBC News (World),Australia 'shocked' by sheep deaths on ship https://t.co/IcfM5PvXek,0.0,0.0,1.0,0.0
77,982053355945168897,2018-04-06 00:32:20+00:00,-77,BBC News (World),Saudi 'Prince Charming' Mohammed bin Salman comes to Hollywood https://t.co/15sxktzJPF,0.5859,0.297,0.703,0.0
78,982050873424662530,2018-04-06 00:22:28+00:00,-78,BBC News (World),Will Netflix's Amo be the Philippine Narcos? https://t.co/DeOl2sN8Zd,0.0,0.0,1.0,0.0
79,982045002900615169,2018-04-05 23:59:08+00:00,-79,BBC News (World),Do Syrian refugees ever want to return home? https://t.co/PRzRkoDDoT,0.0772,0.14,0.86,0.0
80,982036747029753857,2018-04-05 23:26:20+00:00,-80,BBC News (World),Africa's week in pictures: 30 March-5 April https://t.co/HoB5TnyqND,0.0,0.0,1.0,0.0
81,982033601574457344,2018-04-05 23:13:50+00:00,-81,BBC News (World),"Gay Chechens flee threats, beatings and exorcism https://t.co/7yWm97sT3u",-0.4215,0.0,0.714,0.286
82,982031679270346753,2018-04-05 23:06:12+00:00,-82,BBC News (World),Brazil judge tells Lula to turn himself in on Friday https://t.co/JjC6NVRwv6,0.0,0.0,1.0,0.0
83,982017199979290625,2018-04-05 22:08:40+00:00,-83,BBC News (World),"Stormy Daniels: Trump says he did not know about $130,000 payment https://t.co/vbeZGax1RI",0.0,0.0,1.0,0.0
84,981985643227164672,2018-04-05 20:03:16+00:00,-84,BBC News (World),Spy poisoning: Russia says UK is 'playing with fire' https://t.co/gIL9Iftyx3,-0.6597,0.12,0.467,0.413
85,981979977032896513,2018-04-05 19:40:45+00:00,-85,BBC News (World),Pressure builds on Trump environment chief https://t.co/Hvf51NzA0E,-0.296,0.0,0.732,0.268
86,981979253360250880,2018-04-05 19:37:52+00:00,-86,BBC News (World),US top doctor urges Americans to carry opioid antidote https://t.co/zskdD3UgwY,0.2023,0.167,0.833,0.0
87,981963863846543361,2018-04-05 18:36:43+00:00,-87,BBC News (World),Russian TV airs 'Skripal phone call' https://t.co/ig2MgVmUek,0.0,0.0,1.0,0.0
88,981951429228285954,2018-04-05 17:47:19+00:00,-88,BBC News (World),Carles Puigdemont freed on bail by German court https://t.co/aO66GcGbHU,0.4019,0.252,0.748,0.0
89,981948177363464192,2018-04-05 17:34:23+00:00,-89,BBC News (World),Quokka selfies: Is Instagram's welfare warning 'overkill'? https://t.co/uuuVZT2E1d,-0.34,0.0,0.745,0.255
90,981944447608000512,2018-04-05 17:19:34+00:00,-90,BBC News (World),"RT @BBCSport: Dana White has confirmed that Conor McGregor has been stripped of his UFC lightweight title.
?? https://t.co/hFRkX3FQxt https…",0.0,0.0,1.0,0.0
91,981942774441369600,2018-04-05 17:12:55+00:00,-91,BBC News (World),RT @DaveLeeBBC: The 36-year-old old most seriously injured during the incident at YouTube is recovering well - hospital says he is now in a…,-0.4351,0.078,0.739,0.184
92,981938123281190913,2018-04-05 16:54:26+00:00,-92,BBC News (World),Cyclist Juli Briskman sues after losing job for Trump insult https://t.co/CKh2LmG5nh,-0.7096,0.0,0.604,0.396
93,981934750620364800,2018-04-05 16:41:02+00:00,-93,BBC News (World),"RT @BBC_HaveYourSay: The man using a pink cat-covered lunchbox to show boys that ""men can be emotional, silly and gleeful."" ?

https://t.co…",0.1779,0.13,0.87,0.0
94,981934257475121152,2018-04-05 16:39:05+00:00,-94,BBC News (World),RT @BBCBusiness: US trade deficit widens in February https://t.co/jKrzcsnyyN,-0.4019,0.0,0.748,0.252
95,981922255478448128,2018-04-05 15:51:23+00:00,-95,BBC News (World),Inside New York's taxi 'crisis' https://t.co/Q4MtGoT7Jx,0.0,0.0,1.0,0.0
96,981919045908942848,2018-04-05 15:38:38+00:00,-96,BBC News (World),Vietnamese activist lawyer Nguyen Van Dai jailed for 15 years https://t.co/8SfqJ8nj5D,-0.4939,0.0,0.758,0.242
97,981916600809947136,2018-04-05 15:28:55+00:00,-97,BBC News (World),Louise Pietrewicz: Remains found in basement 50 years on https://t.co/EqW4uikkk0,0.0,0.0,1.0,0.0
98,981910989581975552,2018-04-05 15:06:37+00:00,-98,BBC News (World),Skepta has been made a chief in Nigeria https://t.co/HzJ2U462R9,0.0,0.0,1.0,0.0
99,982688210538106880,2018-04-07 18:35:01+00:00,0,CBS News,Hundreds attend funeral of well-known Palestinian journalist in Gaza who was killed while covering mass protests al… https://t.co/tE9cC3VLNb,-0.836,0.0,0.628,0.372
100,982683806648930304,2018-04-07 18:17:31+00:00,-1,CBS News,"One eyewitness and resident in Muenster, Germany, says he is feeling less safe after a van crashed into a crowd of… https://t.co/AwrKr4oaKn",0.4779,0.186,0.814,0.0
101,982681462444052480,2018-04-07 18:08:12+00:00,-2,CBS News,"The incident in Muenster, Germany, is being treated as terrorism, but the suspect's identification has not yet been… https://t.co/Mv0gY13wvt",-0.4215,0.0,0.865,0.135
102,982678146750341121,2018-04-07 17:55:02+00:00,-3,CBS News,"Charter bus shooting leaves 3 dead in Rockford, Illinois; suspect at large
https://t.co/T5S7wPkiXl https://t.co/PZE2DaR36O",-0.7579,0.0,0.629,0.371
103,982673111656124416,2018-04-07 17:35:01+00:00,-4,CBS News,"President Trump's sons' visit to Dubai this week has costed taxpayers a minimum of $73,000 in security costs, accor… https://t.co/LG9CogwE4Y",0.34,0.118,0.882,0.0
104,982668330799689728,2018-04-07 17:16:01+00:00,-5,CBS News,"Road collapses in Pittsburgh, prompting evacuations: https://t.co/5zdUQN9FTB https://t.co/X43hRg3ZbZ",-0.296,0.0,0.761,0.239
105,982663140461641728,2018-04-07 16:55:24+00:00,-6,CBS News,"Police in Muenster, Germany, said a vehicle crashed into a crowd there, killing several people and injuring others:… https://t.co/XyDO10SOp7",-0.6597,0.0,0.784,0.216
106,982659773236727809,2018-04-07 16:42:01+00:00,-7,CBS News,"2 soldiers were killed Friday in an Apache helicopter crash at Fort Campbell in Kentucky, authorities say… https://t.co/GxmalhEIhv",-0.802,0.0,0.676,0.324
107,982659165356199936,2018-04-07 16:39:36+00:00,-8,CBS News,"MORE: Police say a suspicious object has been found in the van that ran into the crowd in Muenster, Germany. They s… https://t.co/AgqpH88ffa",-0.5304,0.0,0.86,0.14
108,982655493293465601,2018-04-07 16:25:01+00:00,-9,CBS News,"President Trump has begun to informally prepare for a possible interview with special counsel Robert Mueller, CBS N… https://t.co/XY89SBX6Ry",0.4019,0.137,0.863,0.0
109,982654482772381697,2018-04-07 16:21:00+00:00,-10,CBS News,"At least 4 people, including the driver, are dead after a driver plowed into a crowd of people near a pub in Muenst… https://t.co/5XvhBtCC7n",-0.6486,0.0,0.815,0.185
110,982651241833562113,2018-04-07 16:08:07+00:00,-11,CBS News,"""So far we do not know if the shooter shouted anything. No witnesses have said something like that. What we know is… https://t.co/za7H2qWGUQ",0.0772,0.097,0.817,0.086
111,982650863704559617,2018-04-07 16:06:37+00:00,-12,CBS News,"""We do not know if this was a terror attack,"" Berlin journalist Anna Noryskiewicz says of incident in Muenster, Ger… https://t.co/FMO1WQBzvV",-0.5267,0.0,0.848,0.152
112,982645125275967493,2018-04-07 15:43:49+00:00,-13,CBS News,UPDATE: Around 30 people are injured and 6 are in a critical condition after a vehicle crashed into a crowd in Germ… https://t.co/klVahTCCgA,-0.6124,0.0,0.773,0.227
113,982644170518036480,2018-04-07 15:40:01+00:00,-14,CBS News,"""I'm not going to be a Gabby Giffords"": Republican U.S. Rep. Ralph Norman pulls out gun at constituent meeting… https://t.co/HWmKvfno9I",-0.34,0.0,0.882,0.118
114,982641297088503808,2018-04-07 15:28:36+00:00,-15,CBS News,"MORE: Several dead, others injured after car crashes into crowd in Germany, police say https://t.co/wE3EboRJqU https://t.co/ygaBMcg4BN",-0.8391,0.0,0.637,0.363
115,982639292240494592,2018-04-07 15:20:38+00:00,-16,CBS News,A tight-knit Canadian community is trying to make sense of a tragedy after 14 people were killed when a truck colli… https://t.co/MVcVNWrsTq,-0.872,0.0,0.656,0.344
116,982637125395996672,2018-04-07 15:12:01+00:00,-17,CBS News,DEVELOPING: A vehicle reportedly drove into pedestrians in the German city of Muenster; local police confirmed ther… https://t.co/dx1IUPxQbN,0.0,0.0,1.0,0.0
117,982634355238596609,2018-04-07 15:01:01+00:00,-18,CBS News,"When an Oklahoma first grader found out she was using the same textbook as country music star @blakeshelton, she wa… https://t.co/f8Y05dTEB7",0.0,0.0,1.0,0.0
118,982629072655343616,2018-04-07 14:40:01+00:00,-19,CBS News,"EPA spent millions on security for embattled chief Scott Pruitt, a new report says https://t.co/mTMFuAa0UC https://t.co/hp8gs5GdII",0.34,0.146,0.854,0.0
119,982624035434622976,2018-04-07 14:20:00+00:00,-20,CBS News,The White House sent mixed signals on Friday as financial markets slid from investor concern about a significant tr… https://t.co/sJBM1pP6Gr,0.2023,0.091,0.909,0.0
120,982619163616333824,2018-04-07 14:00:39+00:00,-21,CBS News,"Steve Spurrier has been announced as the head coach of the inaugural team of the Alliance of American Football, bas… https://t.co/aVt3GyxbKf",0.0,0.0,1.0,0.0
121,982613972150112256,2018-04-07 13:40:01+00:00,-22,CBS News,"Northern California rains raise flood concerns; warnings and watches in effect
https://t.co/sjDHTUxp2Y https://t.co/8gYBsSVU6T",-0.296,0.0,0.845,0.155
122,982608939249471488,2018-04-07 13:20:01+00:00,-23,CBS News,A crash between a transport truck and a bus carrying a junior hockey team in Western Canada left 14 people dead and… https://t.co/cT28Z1wQVh,-0.7906,0.0,0.708,0.292
123,982604673831096321,2018-04-07 13:03:04+00:00,-24,CBS News,Minneapolis activist shot dead on his mother's front porch https://t.co/pR2ANQzfCh https://t.co/77OLIwwR9r,-0.6486,0.0,0.699,0.301
124,982600897413959680,2018-04-07 12:48:04+00:00,-25,CBS News,"2018 Atlantic hurricane season will be slightly above-average, researchers say https://t.co/y6zDG44xsO https://t.co/Zqlr7xhBj9",0.0,0.0,1.0,0.0
125,982600158914465793,2018-04-07 12:45:08+00:00,-26,CBS News,"Steve Spurrier to coach Orlando team in new spring league, Alliance of American Football https://t.co/Q624CmNL5Z https://t.co/CUZIHJddLI",0.0,0.0,1.0,0.0
126,982597121248497664,2018-04-07 12:33:04+00:00,-27,CBS News,Deadly violence for 2nd week on Gaza-Israel border https://t.co/tbFfBNWZg0 https://t.co/U8jYWE8l5J,-0.6249,0.0,0.687,0.313
127,982596603205873666,2018-04-07 12:31:00+00:00,-28,CBS News,"RT @CBSThisMorning: What was it that drew you back into football?  ?

""The new rules I really liked. Two and a half hour games, 30 seconds…",0.4754,0.123,0.877,0.0
128,982596392924467200,2018-04-07 12:30:10+00:00,-29,CBS News,Who is Steve Spurrier? https://t.co/DKlzyg6PfC https://t.co/zdjgDAdUQr,0.0,0.0,1.0,0.0
129,982594744604864512,2018-04-07 12:23:37+00:00,-30,CBS News,"Just announced on @CBSThisMorning: A new professional spring football league called @TheAAF reveals Orlando, Florid… https://t.co/09JR70cmfc",0.0,0.0,1.0,0.0
130,982593345007603712,2018-04-07 12:18:03+00:00,-31,CBS News,Details emerge about teens found dead in mine shaft https://t.co/gkUOhjtseR https://t.co/g0uxkFUqDz,-0.6486,0.0,0.699,0.301
131,982589576823918592,2018-04-07 12:03:05+00:00,-32,CBS News,Family outraged after video of toddler frightened by the Easter Bunny goes viral https://t.co/RXYJhN0SyV https://t.co/2qa2MObIeB,-0.7506,0.0,0.67,0.33
132,982587314898657280,2018-04-07 11:54:06+00:00,-33,CBS News,Northern California rains raise flood concerns; warnings and watches in effect https://t.co/OruRQXIEyx https://t.co/yN4J8Ca1Cq,-0.296,0.0,0.845,0.155
133,982585796518727685,2018-04-07 11:48:04+00:00,-34,CBS News,Bald eagle lands on Mariners pitcher James Paxton before game https://t.co/YloMFpvlvg https://t.co/IZEV65Etfn,0.0,0.0,1.0,0.0
134,982582019292049408,2018-04-07 11:33:03+00:00,-35,CBS News,What is shingles? A look at the virus after Lin-Manuel Miranda's diagnosis https://t.co/V4lOfeD5E7 https://t.co/fAvZynos0N,0.0,0.0,1.0,0.0
135,982578249330028544,2018-04-07 11:18:04+00:00,-36,CBS News,"Cops: Woman accused of murdering wife called it a ""mistake"" https://t.co/8CWGlbH3Os https://t.co/pchE5zHS5w",-0.7579,0.0,0.581,0.419
136,982574475534356481,2018-04-07 11:03:04+00:00,-37,CBS News,Police: Mom used kitchen knife to decapitate 7-year-old son https://t.co/ZDznBmhdQ5 https://t.co/JSzxZx5c1f,0.0,0.0,1.0,0.0
137,982570697078837249,2018-04-07 10:48:04+00:00,-38,CBS News,Police: Mom used kitchen knife to decapitate 7-year-old son https://t.co/NRmjD5sMt3 https://t.co/JxBbJtpYCp,0.0,0.0,1.0,0.0
138,982570430425944064,2018-04-07 10:47:00+00:00,-39,CBS News,"RT @CBSThisMorning: AHEAD on @CBSThisMorning Saturday:

?@jillonmoney on potential trade war
?@gdebenedetti talks politics
?@CharlieEbersol…",-0.5994,0.0,0.782,0.218
139,982566920581984256,2018-04-07 10:33:03+00:00,-40,CBS News,"L.A. residents complain GPS app Waze is creating ""insanity"" on their street https://t.co/VmreDdKMfY https://t.co/9B0X0dNtmZ",-0.0772,0.132,0.719,0.15
